file,timestamp,timestamp_source,elapsed_hours,step_label,qc_status,peak_ppm,linewidth_hz,linewidth_ppm,stage1_left_ppm,stage1_right_ppm,stage1_width_ppm,stage1_left_boundary_signal,stage1_right_boundary_signal,stage1_left_boundary_fraction,stage1_right_boundary_fraction,stage1_area,fixed_product_area,left_peak_area,starting_material_area,silane_area,snr
20260810_154822_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T15:57:37,LONG DATE header,0.000,3:45 pull,pass,5.801895842029594,1.877207036835281,0.031002556085077813,5.770893285944516,5.832898398114671,0.06200511217015503,16.677332996704596,-12.47564864256364,0.16622506810590607,-0.12434635356176356,2.752301710060629,6.071508703739593,2.8138287985633736,0.548209986069162,1.9208740831140108,6.33703920593846
20260810_161811_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:27:25,LONG DATE header,0.497,4:15 pull,not_detected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3528555256518464,0.0,0.49422665175871033,0.6765533280108259,0.0
20260810_164820_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:57:35,LONG DATE header,0.999,4:45 pull,pass,5.7479498868110745,4.2094676801106585,0.06952043908026728,5.6784294477308075,5.817470325891342,0.13904087816053412,-31.64429604923427,63.39114727505959,-0.12805992151752593,0.2565348691062601,15.936042428206251,14.514577592435403,1.8406673381369365,1.0072257551190968,60.90476665810276,16.479077157078628
20260810_171806_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T17:27:21,LONG DATE header,1.496,5:15 pull,pass,5.791652275350925,3.979734631677793,0.0657263437059796,5.725925931644945,5.857378619056905,0.1314526874119597,92.7492394653322,-26.370046891144224,0.21915016926667752,-0.062307791126681465,30.693710087655496,33.77578905727597,5.8161672729968785,0.19914417996436873,87.70172239230303,31.23393606219118
20260811_095145_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T10:01:01,LONG DATE header,18.057,Aug 11 · 10:00,pass,5.804983808335682,1.4533370085377701,0.024002202896739044,5.780981605438943,5.828986011232421,0.048004405793477645,83.39099513493167,37.40186858651281,0.21252862252066138,0.09532165430486174,9.710773291282903,13.519918578875448,8.210876670554828,1.2956464242835,4.5334956258435355,25.91239623142433
20260811_110614_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T11:15:30,LONG DATE header,19.298,Aug 11 · 11:00,pass,5.813425090574762,1.2879150563618462,0.021270212068833526,5.7921548785059285,5.834695302643596,0.0425404241376679,88.06368844348896,57.913142402673415,0.13151454208936697,0.0864876379659183,14.611846440905852,22.525950466496994,12.845075722358708,1.8753858782619837,3.121881686295732,44.47620361140446
