analysis_target,target_kind,spectrum_index,elapsed_time_hours,area,delta_area,delta_time_hours,absolute_rate_per_hour,relative_rate_percent_per_hour,rolling_slope,rolling_slope_se,rolling_slope_ci95_low,rolling_slope_ci95_high
candidate_5p79,fixed_region,0,0.0,1.149954502057883,nan,nan,nan,nan,nan,nan,nan,nan
candidate_5p79,fixed_region,1,0.9075,21.276102638361753,20.12614813630387,0.9075,22.17757370391611,1928.560970388705,nan,nan,nan,nan
candidate_5p79,fixed_region,2,1.2136111111111112,38.4932074747618,17.21710483640005,0.3061111111111112,56.244625599854956,264.3558670300989,nan,nan,nan,nan
candidate_5p79,fixed_region,3,1.4252777777777779,38.406416891954294,-0.08679058280750951,0.21166666666666667,-0.4100342494842969,-1.0652119591570466,27.628937332703373,4.15468649698696,9.7527641351892,45.50511053021755
candidate_5p79,fixed_region,4,1.675,40.25156514091146,1.845148248957166,0.24972222222222218,7.388802776691656,19.23845902490197,23.571841917019444,9.923338726394448,-19.124838542330178,66.26852237636906
candidate_5p79,fixed_region,5,1.918611111111111,40.49049811172594,0.2389329708144814,0.243611111111111,0.9807966874938807,2.436667205511978,3.347167277393155,1.023906864112734,-1.0583483864907115,7.752682941277021
candidate_5p79,fixed_region,6,2.1883333333333335,43.632438884950346,3.1419407732244053,0.2697222222222224,11.648802042850516,28.769223857676018,6.324273591441065,1.40656613582638,0.27230796755453923,12.37623921532759
candidate_5p79,fixed_region,7,2.3938888888888887,34.41911986633315,-9.213319018617199,0.20555555555555527,-44.82155198246211,-102.72529596763363,-5.362875319530897,7.786982055601784,-38.86755491757599,28.141804278514197
candidate_6p10,fixed_region,0,0.0,0.8570449869736841,nan,nan,nan,nan,nan,nan,nan,nan
candidate_6p10,fixed_region,1,0.9075,0.3331207995460721,-0.523924187427612,0.9075,-0.5773269282948893,-67.36249987687243,nan,nan,nan,nan
candidate_6p10,fixed_region,2,1.2136111111111112,0.767115790281353,0.4339949907352809,0.3061111111111112,1.4177694797159808,425.602208462488,nan,nan,nan,nan
candidate_6p10,fixed_region,3,1.4252777777777779,0.5599555267422724,-0.20716026353908057,0.21166666666666667,-0.9787099064838451,-127.58307401349232,-0.16930956542545733,0.23385887705530373,-1.1755231011636036,0.836903970312689
candidate_6p10,fixed_region,4,1.675,6.65774529453257,6.097789767790298,0.24972222222222218,24.4182905050557,4360.755334824041,7.318626199613484,4.165040586703991,-10.602097050285742,25.23934944951271
candidate_6p10,fixed_region,5,1.918611111111111,0.9596382877173704,-5.698107006815199,0.243611111111111,-23.39017699490847,-351.32279713549264,2.805482079872686,6.539537698452769,-25.33187764967463,30.942841809420003
candidate_6p10,fixed_region,6,2.1883333333333335,1.7132335539718113,0.753595266254441,0.2697222222222224,2.7939680314273794,291.1480364203903,-0.8749591514076126,6.088787933457537,-27.07289917416427,25.322980871349046
candidate_6p10,fixed_region,7,2.3938888888888887,2.5919702128571935,0.8787366588853822,0.20555555555555527,4.274935097280244,249.52436212620324,-4.819312719638411,4.60329581870482,-24.625696039832988,14.987070600556166
P001,peak_family,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
P001,peak_family,1,0.9075,17.408771515750917,nan,0.9075,nan,nan,nan,nan,nan,nan
P001,peak_family,2,1.2136111111111112,35.36361083056547,17.954839314814553,0.3061111111111112,58.65464748941231,336.9258275136956,nan,nan,nan,nan
P001,peak_family,3,1.4252777777777779,38.62031811991948,3.2567072893540114,0.21166666666666667,15.386018689861471,43.508053415639985,42.224184919701,11.94255611225581,-109.52037811587581,193.96874795527782
P001,peak_family,4,1.675,36.892741753609684,-1.7275763663097976,0.24972222222222218,-6.917992123153807,-17.912830499409232,25.490985646808113,11.600319780200898,-24.42116192143996,75.40313321505619
P001,peak_family,5,1.918611111111111,38.12183304891392,1.2290912953042366,0.243611111111111,5.0453006420698445,13.675591463939377,2.6446801401290942,2.7924382489752206,-9.370211914480947,14.659572194739134
P001,peak_family,6,2.1883333333333335,43.60266892178082,5.480835872866898,0.2697222222222224,20.32029777787932,53.3035695104337,6.502514605968092,4.428902480373299,-12.553514741004246,25.55854395294043
P001,peak_family,7,2.3938888888888887,31.96685606332623,-11.635812858454589,0.20555555555555527,-56.60665714923862,-129.82383544178398,-3.080037973709883,10.552360407340796,-48.4831802856549,42.32310433823513
