file,spectrum_index,timestamp,elapsed_time_hours,reference_shift_ppm,region_noise,phase0_deg,phase1_deg,peak_count,qc_peak_count,qc_pass_fraction,median_snr,median_width_hz,correlation_to_first,cosine_similarity_to_first,spectral_rmse_to_first,run_qc_pass,run_qc_failure_reasons
CEC-PhSi2-flow(sequence-0900)-06-09-26.dx,0,2026-06-09T09:13:16,0.0,0.0,20.842726704741207,59.5,-79.0,1,1,1.0,3.286455566360656,3.1911338620978364,1.0,1.0,0.0,True,
CEC-PhSi2-flow(sequence-1000)-06-09-26.dx,1,2026-06-09T10:07:43,0.9075,0.0,17.815506057180542,59.5,-79.0,2,2,1.0,15.269184429541284,2.445806536963533,0.9716073623137481,0.9719190001305419,1242.080786632038,True,
CEC-PhSi2-flow(sequence-1015)-06-09-26.dx,2,2026-06-09T10:26:05,1.2136111111111112,0.0,21.708944863669625,59.5,-79.0,2,2,1.0,26.76848806740168,3.107975144308759,0.9925821518675322,0.9926525771309496,923.869274485586,True,
CEC-PhSi2-flow(sequence-1030)-06-09-26.dx,3,2026-06-09T10:38:47,1.4252777777777779,0.0,22.456490160578284,59.5,-79.0,1,1,1.0,50.99951644683874,1.8452521962531636,0.995480300120738,0.9955188908380568,640.1911948257944,True,
CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,4,2026-06-09T10:53:46,1.675,0.0,28.251991677358404,59.5,-79.0,4,4,1.0,5.447639680253658,1.9793567479088505,0.9919342018281442,0.9920264270300749,571.5329824237755,True,
CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,5,2026-06-09T11:08:23,1.918611111111111,0.0,19.314466293481086,59.5,-79.0,2,2,1.0,32.761620515534574,2.9138196585338756,0.9895727626724129,0.9896715177331602,589.6554225334745,True,
CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,6,2026-06-09T11:24:34,2.1883333333333335,0.0,22.27051617427951,59.5,-79.0,1,1,1.0,56.89793867849858,1.6764583869156615,0.9940882822948217,0.9941513811600915,427.6879594057106,True,
CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,7,2026-06-09T11:36:54,2.3938888888888887,0.0,21.62920344591366,59.5,-79.0,2,2,1.0,28.38669683770409,1.987860733694907,0.9725870721245015,0.9728381501262766,945.5815312927627,True,
