file,spectrum_index,elapsed_time_hours,correlation_to_first,correlation_to_previous,cosine_similarity_to_first,spectral_rmse_to_first,integrated_absolute_difference,spectral_angle
CEC-PhSi2-flow(sequence-0900)-06-09-26.dx,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
CEC-PhSi2-flow(sequence-1000)-06-09-26.dx,1,0.9075,0.9716073623137481,0.9716073623137481,0.9719190001305419,1242.080786632038,3629.529727597843,13.610230241982874
CEC-PhSi2-flow(sequence-1015)-06-09-26.dx,2,1.2136111111111112,0.9925821518675322,0.9628824036394572,0.9926525771309496,923.869274485586,2937.9023667904366,6.949785795756881
CEC-PhSi2-flow(sequence-1030)-06-09-26.dx,3,1.4252777777777779,0.995480300120738,0.9871613238867024,0.9955188908380568,640.1911948257944,2173.6005594781373,5.426161332605098
CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,4,1.675,0.9919342018281442,0.9861038903609372,0.9920264270300749,571.5329824237755,2390.8295736707796,7.240242505504942
CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,5,1.918611111111111,0.9895727626724129,0.9807944549642227,0.9896715177331602,589.6554225334745,2061.8954541635662,8.241957949335724
CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,6,2.1883333333333335,0.9940882822948217,0.9757689048861481,0.9941513811600915,427.6879594057106,1696.6097820224845,6.199778669755286
CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,7,2.3938888888888887,0.9725870721245015,0.9688366859580257,0.9728381501262766,945.5815312927627,3401.887079656994,13.384595621269057
