peak_family_id,detection_frequency,observations,expected_observations,mean_ppm,median_ppm,ppm_sd,ppm_mad,ppm_iqr,mean_area,median_area,area_sd,area_mad,area_iqr,area_cv_percent,mean_height,height_cv_percent,mean_width_hz,width_cv_percent,first_spectrum_index,last_spectrum_index,reproducible
P001,0.875,7,8,5.784578063495267,5.785298148083643,0.003492131880403017,0.0006300885764423114,0.0015748817497378553,34.56811432198093,36.892741753609684,8.345844741426072,1.7275763663097976,4.705842137470853,24.143187747210078,807.8113450440952,27.882147620724783,5.5821432260006345,23.32825004941721,1,7,True
