file,timestamp,role,method,target_ppm,target_height,stage1_area,snr,fixed_product_area,left_peak_area,starting_material_area,silane_area,negative_area_full,quiet_region_rms,target_ppm_percent_vs_production,target_height_percent_vs_production,stage1_area_percent_vs_production,snr_percent_vs_production,fixed_product_area_percent_vs_production,left_peak_area_percent_vs_production,starting_material_area_percent_vs_production,silane_area_percent_vs_production
20260810_154822_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T15:57:37,primary worked example,none,5.801660225764235,231.76746342075228,30.52841161890895,12.101804080264312,13.6996573279615,2.9408789712122188,0.4299754687769823,1.8237542791118613,1165.1933026148868,269.08341279127825,-0.00406102197926233,131.0055354741685,1009.1956781960672,90.96937366149909,125.63843677805387,4.515206209905583,-21.567377518961017,-5.056021363186098
20260810_154822_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T15:57:37,primary worked example,production_asls_lambda1e6_p0.001,5.801895842029594,100.32983103414377,2.752301710060629,6.33703920593846,6.071508703739593,2.8138287985633736,0.548209986069162,1.9208740831140108,7.220068810335197,14.214257973951243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260810_154822_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T15:57:37,primary worked example,abd_polynomial_degree1,5.801660225764235,231.76746342075216,30.52841161890892,12.101804080264547,13.699657327961491,2.9408789712122174,0.4299754687769825,1.8237542791118617,2724.1184462371107,260.171937267679,-0.00406102197926233,131.0055354741684,1009.1956781960661,90.96937366150279,125.63843677805372,4.515206209905536,-21.567377518960974,-5.056021363186075
20260810_154822_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T15:57:37,primary worked example,abd_polynomial_degree2,5.801660225764235,231.76746342075216,30.5284116189089,12.101804080264385,13.700493039609732,2.9408903079179165,0.4300331793776062,1.8238996563894632,2692.6066222278955,261.1255296447402,-0.00406102197926233,131.0055354741684,1009.1956781960655,90.96937366150024,125.6522012588281,4.515609102423547,-21.556850421299455,-5.048453075452932
20260810_154822_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T15:57:37,primary worked example,abd_polynomial_degree3,5.801660225764234,231.76746342075228,30.528411618908944,12.101804080264285,13.69859576913051,2.9408642731873904,0.42995773906029844,1.8238937952386653,2562.5846025605983,243.50805915255364,-0.004061021979277639,131.0055354741685,1009.195678196067,90.96937366149866,125.62095251042304,4.514683860257451,-21.570611629454145,-5.048758204813016
20260810_154822_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T15:57:37,primary worked example,arpls_lambda1e7,5.806468327695396,93.16104352641534,2.3483287609923864,7.247326374966717,4.901190489491167,2.833230244024487,0.6454066602875339,1.517035831685579,82.68339783261388,12.47789618178084,0.07881019911937501,-7.145220353544478,-14.677640448777098,14.36455005951714,-19.275575007042285,0.6895034079905338,17.729825557411417,-21.02367120148513
20260810_161811_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:27:25,difficult / non-detection,none,5.763394161770856,192.69324916491365,25.99213088173005,9.35553513390571,9.05976904316029,1.1643382158041278,0.24674496187346695,0.6329359064434128,1030.3234383532103,270.6149847808532,0.0,0.0,0.0,0.0,170.2105406524766,0.0,-50.07453341590895,-6.447004214088378
20260810_161811_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:27:25,difficult / non-detection,production_asls_lambda1e6_p0.001,0.0,0.0,0.0,0.0,3.3528555256518464,0.0,0.49422665175871033,0.6765533280108259,8.16082016786223,14.492323991243616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260810_161811_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:27:25,difficult / non-detection,abd_polynomial_degree1,5.763394161770857,192.69324916491368,25.992130881730063,9.355535133905883,9.059769043160289,1.1643382158041278,0.2467449618734654,0.6329359064434122,2593.159049749849,257.7089507254338,0.0,0.0,0.0,0.0,170.21054065247654,0.0,-50.07453341590927,-6.447004214088459
20260810_161811_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:27:25,difficult / non-detection,abd_polynomial_degree2,5.763394161770856,192.6932491649139,25.992130881730127,9.355535133905663,9.060434886367544,1.1643429194156392,0.24679018981286838,0.63298791401015,2569.3228869682034,259.07881892772195,0.0,0.0,0.0,0.0,170.23039964139392,0.0,-50.0653821612689,-6.439317079226432
20260810_161811_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:27:25,difficult / non-detection,abd_polynomial_degree3,5.763394161770859,192.69324916491402,25.99213088173012,9.355535133905747,9.058697850650864,1.164331177360691,0.24672039770243684,0.6329844219113869,2430.072512913188,239.50013594359427,0.0,0.0,0.0,0.0,170.17859198957623,0.0,-50.079503639781485,-6.439833239389787
20260810_161811_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:27:25,difficult / non-detection,arpls_lambda1e7,0.0,0.0,0.0,0.0,2.351380585874452,0.0,0.3649029373611244,0.7983737139042937,86.39781940361927,12.848351973596444,0.0,0.0,0.0,0.0,-29.869313846521692,0.0,-26.16688394634046,18.00602862329257
20260810_164820_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:57:35,intermediate,none,5.748192365750252,478.63043425607714,56.525227366430094,28.720046603377423,29.3022181616313,4.3997730496747876,0.785774642648525,66.08177897319082,1144.303727412157,439.9853818052352,0.004218529109546703,93.69486289525396,254.7005325888338,74.28188684122192,101.88130157437585,139.03140771368794,-21.986244031695445,8.500175929003932
20260810_164820_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:57:35,intermediate,production_asls_lambda1e6_p0.001,5.7479498868110745,247.10538374727585,15.936042428206251,16.479077157078628,14.514577592435403,1.8406673381369365,1.0072257551190968,60.90476665810276,7.361236435660977,270.966299489086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260810_164820_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:57:35,intermediate,abd_polynomial_degree1,5.748192365750252,478.63043425607736,56.525227366430144,28.720046603379757,29.302218161631295,4.399773049674787,0.7857746426485255,66.08177897319082,2737.661853363081,441.2913619759438,0.004218529109546703,93.69486289525406,254.7005325888341,74.28188684123607,101.88130157437583,139.03140771368788,-21.986244031695403,8.500175929003932
20260810_164820_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:57:35,intermediate,abd_polynomial_degree2,5.748192365750251,478.6304342560773,56.52522736643014,28.72004660337801,29.303367891797066,4.399822430627724,0.7858718502550471,66.08200128349381,2717.5612262112336,441.1666787223016,0.004218529109531251,93.69486289525403,254.70053258883408,74.28188684122547,101.88922278433492,139.03409048813137,-21.976593006984448,8.500540941982697
20260810_164820_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:57:35,intermediate,abd_polynomial_degree3,5.748192365750252,478.63043425607714,56.525227366430116,28.720046603377998,29.301806357943004,4.399755780311858,0.7857944544643723,66.08199807398043,2553.539957754694,432.5116156667376,0.004218529109546703,93.69486289525396,254.70053258883394,74.2818868412254,101.8784644012947,139.03046950162909,-21.984277062945228,8.500535672258245
20260810_164820_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T16:57:35,intermediate,arpls_lambda1e7,5.747897414066521,272.82441951997924,18.163164317421106,22.880102686940244,14.075900895791134,1.8426690359366185,1.3203907112014797,66.51655748950625,74.80026458939163,435.53380313052935,-0.0009128949553699077,10.408124413431329,13.975376253221599,38.84334947186069,-3.022318037507993,0.10874848258610431,31.091833632208246,9.214042084597502
20260810_171806_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T17:27:21,late strong product,none,5.791718857856847,764.6054226444315,83.09228211422777,53.75390752325072,61.70082839445367,5.491708891390333,0.11458811995902304,98.29271056467545,1606.8011539263798,374.40475744964635,0.0011496288581660298,80.6628375183373,170.7143642033881,72.10097189230038,82.67768160744744,-5.578560010007462,-42.45971939550261,12.076146150240167
20260810_171806_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T17:27:21,late strong product,production_asls_lambda1e6_p0.001,5.791652275350925,423.2223035724345,30.693710087655496,31.23393606219118,33.77578905727597,5.8161672729968785,0.19914417996436873,87.70172239230303,7.1800351490800844,13.771306150042276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260810_171806_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T17:27:21,late strong product,abd_polynomial_degree1,5.791718857856848,764.6054226444319,83.09228211422786,53.753907523248856,61.700828394453666,5.491708891390335,0.11458811995902321,98.29271056467542,3468.31396512823,361.44029752347564,0.0011496288581813651,80.66283751833737,170.71436420338836,72.10097189229442,82.67768160744743,-5.578560010007432,-42.459719395502525,12.076146150240133
20260810_171806_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T17:27:21,late strong product,abd_polynomial_degree2,5.791718857856849,764.6054226444319,83.09228211422786,53.753907523252515,61.70315856171049,5.491766580639104,0.11467737672276107,98.29320786567615,3359.5112300261394,365.1718662559136,0.0011496288581967007,80.66283751833737,170.71436420338836,72.10097189230615,82.6845805351168,-5.577568132606707,-42.41489922362814,12.076713186995137
