file,timestamp,role,method,target_ppm,target_height,stage1_area,snr,fixed_product_area,left_peak_area,starting_material_area,silane_area,negative_area_full,quiet_region_rms,target_ppm_percent_vs_production,target_height_percent_vs_production,stage1_area_percent_vs_production,snr_percent_vs_production,fixed_product_area_percent_vs_production,left_peak_area_percent_vs_production,starting_material_area_percent_vs_production,silane_area_percent_vs_production
20260810_171806_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T17:27:21,late strong product,abd_polynomial_degree3,5.791718857856848,764.6054226444319,83.09228211422783,53.75390752325013,61.70078297189335,5.491705091178319,0.11462294179759697,98.29317706490478,3244.9518403852367,341.08649995972706,0.0011496288581813651,80.66283751833737,170.71436420338827,72.1009718922985,82.67754712484438,-5.578625348775005,-42.442233652971666,12.076678067078982
20260810_171806_081626_phsi4_0001_8scan_gain12.dx,2026-08-10T17:27:21,late strong product,arpls_lambda1e7,5.791595968951003,547.3971826275875,43.6118423897983,49.718792981816506,46.228583326944374,4.885753414381646,0.1296340455336636,97.66055962441037,78.13536171842505,12.135926182177004,-0.000972199248939634,29.340343835140178,42.08722981109495,59.18196439545552,36.86899586135893,-15.99702716486387,-34.90442675409446,11.355349656144679
20260811_095145_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T10:01:01,late follow-up,none,5.804805584911894,535.6832049563913,28.49679081569283,31.23223361028393,22.485499933265153,8.123009156142068,1.0199587848526779,5.419570857862903,1093.482460942887,277.0393139241792,-0.003070179515953277,36.52315033850116,193.45542276508118,20.530086570720762,66.3138709163398,-1.0701356010846417,-21.277999480705468,19.54507746667336
20260811_095145_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T10:01:01,late follow-up,production_asls_lambda1e6_p0.001,5.804983808335682,392.37536170839604,9.710773291282903,25.91239623142433,13.519918578875448,8.210876670554828,1.2956464242835,4.5334956258435355,6.7601635130086875,13.581140158554383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260811_095145_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T10:01:01,late follow-up,abd_polynomial_degree1,5.804805584911893,535.6832049563911,28.49679081569282,31.232233610282847,22.485499933265157,8.123009156142064,1.0199587848526774,5.419570857862903,2775.4579943256404,266.5175441551468,-0.0030701795159685775,36.52315033850113,193.455422765081,20.53008657071658,66.31387091633982,-1.070135601084685,-21.277999480705503,19.54507746667336
20260811_095145_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T10:01:01,late follow-up,abd_polynomial_degree2,5.804805584911894,535.6832049563911,28.49679081569282,31.232233610284002,22.486020721982754,8.123021396122397,1.0200278553310507,5.419652037028401,2753.0183191803408,267.30629521982354,-0.003070179515953277,36.52315033850113,193.455422765081,20.530086570721036,66.31772292709388,-1.0699865307621907,-21.272668514086934,19.546868119454302
20260811_095145_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T10:01:01,late follow-up,abd_polynomial_degree3,5.804805584911893,535.6832049563909,28.49679081569279,31.232233610283068,22.48380207134869,8.122968390739928,1.019854744232778,5.419640487884267,2611.913722065523,248.25894950621927,-0.0030701795159685775,36.523150338501075,193.45542276508073,20.530086570717426,66.30131269044105,-1.070632081591849,-21.286029497070256,19.546613368042
20260811_095145_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T10:01:01,late follow-up,arpls_lambda1e7,5.804889929165253,430.70283456191515,11.76970850805107,33.36050885424143,17.019063470930398,8.452390128422277,1.7965958807276856,4.3905664308413295,78.87448971265343,12.234180689404223,-0.001617216749059197,9.768063082921902,21.202587631372428,28.743434440789645,25.881405066464534,2.9413845507331025,38.664055799113065,-3.1527370223415967
20260811_110614_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T11:15:30,final / clean presentation,none,5.813260530718059,980.9108595413828,33.61782595351799,55.63448159673362,47.60692718345076,13.79356472122041,1.1508825169707109,3.9277123700844596,1670.4504295631273,350.32062433735024,-0.002830686800623773,46.489483694354966,130.07240111287317,25.08819791100154,111.34259020171814,7.38406701029189,-38.632228688994246,25.81233899177281
20260811_110614_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T11:15:30,final / clean presentation,production_asls_lambda1e6_p0.001,5.813425090574762,669.6117938322576,14.611846440905852,44.47620361140446,22.525950466496994,12.845075722358708,1.8753858782619837,3.121881686295732,7.930450972606122,14.01655958599637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260811_110614_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T11:15:30,final / clean presentation,abd_polynomial_degree1,5.813260530718059,980.9108595413821,33.617825953517965,55.63448159673006,47.606927183450765,13.79356472122041,1.1508825169707122,3.9277123700844596,3579.076488966452,341.3934595760132,-0.002830686800623773,46.489483694354874,130.07240111287297,25.088197910993532,111.34259020171817,7.38406701029189,-38.63222868899418,25.81233899177281
20260811_110614_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T11:15:30,final / clean presentation,abd_polynomial_degree2,5.813260530718059,980.9108595413825,33.617825953517986,55.63448159673141,47.60879954355021,13.793637731954501,1.1511430461783871,3.928078521252343,3492.156505289968,342.9992085379445,-0.002830686800623773,46.48948369435492,130.07240111287314,25.08819791099657,111.35090221546531,7.384635405026724,-38.61833665692255,25.824067532591332
20260811_110614_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T11:15:30,final / clean presentation,abd_polynomial_degree3,5.81326053071806,980.9108595413825,33.61782595351798,55.63448159673274,47.60608976252871,13.793528877222101,1.150918817558762,3.928054421026867,3352.907918137346,320.78665106724964,-0.0028306868006084947,46.48948369435492,130.07240111287308,25.088197910999554,111.33887261864304,7.383787961735985,-38.63029305598817,25.8232955550503
20260811_110614_081626_phsi4_0001_8scan_gain12.dx,2026-08-11T11:15:30,final / clean presentation,arpls_lambda1e7,5.813263924059152,760.7083409382686,18.95990862975865,68.1804501647074,31.22524365024405,13.064122571097531,1.963651761866457,2.714357645570068,79.75100425576579,12.140024243829922,-0.0027723160288379133,13.604382112903965,29.757102953671907,53.296470086364934,38.61898389897277,1.7052982284685259,4.7065451770530515,-13.053795168298363
