file,source_path,raw_sha256,timestamp,timestamp_source,processed_points,line_broadening_hz,phase0_deg,phase1_deg,phase_direction,phase_method,truncation_window,baseline_method,region_min_ppm,region_max_ppm,peak_count,region_noise,peak_ppm_values,reference_peak_observed_ppm,reference_peak_expected_ppm,reference_model,solvent_identity,solvent_isotopic_form,proposed_shift_ppm,applied_shift_ppm,applied_shift_hz,reference_method,reference_confidence,reference_region_count,reference_region_agreement,reference_qc_pass,reference_qc_failure_reasons,reference_shift_disagreement_ppm,alignment_shift_ppm,full_plot,region_plot,spectrum_csv,error
CEC-PhSi2-flow(sequence-0900)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-0900)-06-09-26.dx,804c54bdab0228f00d8450d17b40d0122a3f336678183575d80a6d9879fe2a9c,2026-06-09T09:13:16,LONG DATE header,65536,0.03,59.50,-79.00,inverse,stored,none,asymmetric_least_squares,5.0000,6.5000,1,20.84,5.7144,,,metadata,unknown,unknown,0.0000,0.0000,0,metadata,none,0,,True,,,0.0000,results\processed\nmr\06-09-26\plots\full\CEC-PhSi2-flow_sequence-0900_-06-09-26.png,results\processed\nmr\06-09-26\plots\region\CEC-PhSi2-flow_sequence-0900_-06-09-26.png,,
CEC-PhSi2-flow(sequence-1000)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1000)-06-09-26.dx,03e14950e008f03e9e90886168a81f2d1ac592d9c76d995bf92333c3cc48214c,2026-06-09T10:07:43,LONG DATE header,65536,0.03,59.50,-79.00,inverse,stored,none,asymmetric_least_squares,5.0000,6.5000,2,17.82,5.851763;5.784983,,,metadata,unknown,unknown,0.0000,0.0000,0,metadata,none,0,,True,,,0.0000,results\processed\nmr\06-09-26\plots\full\CEC-PhSi2-flow_sequence-1000_-06-09-26.png,results\processed\nmr\06-09-26\plots\region\CEC-PhSi2-flow_sequence-1000_-06-09-26.png,,
CEC-PhSi2-flow(sequence-1015)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1015)-06-09-26.dx,56f976efa7fcc620849e7364078014d66b85efd67a6785e08a7889533ea0103f,2026-06-09T10:26:05,LONG DATE header,65536,0.03,59.50,-79.00,inverse,stored,none,asymmetric_least_squares,5.0000,6.5000,2,21.71,5.792228;5.303346,,,metadata,unknown,unknown,0.0000,0.0000,0,metadata,none,0,,True,,,0.0000,results\processed\nmr\06-09-26\plots\full\CEC-PhSi2-flow_sequence-1015_-06-09-26.png,results\processed\nmr\06-09-26\plots\region\CEC-PhSi2-flow_sequence-1015_-06-09-26.png,,
CEC-PhSi2-flow(sequence-1030)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1030)-06-09-26.dx,18e886d4a5fa806cf870350a7f1c7909f85f6462816a6e4ca6066773802d52be,2026-06-09T10:38:47,LONG DATE header,65536,0.03,59.50,-79.00,inverse,stored,none,asymmetric_least_squares,5.0000,6.5000,1,22.46,5.7913,,,metadata,unknown,unknown,0.0000,0.0000,0,metadata,none,0,,True,,,0.0000,results\processed\nmr\06-09-26\plots\full\CEC-PhSi2-flow_sequence-1030_-06-09-26.png,results\processed\nmr\06-09-26\plots\region\CEC-PhSi2-flow_sequence-1030_-06-09-26.png,,
CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,ec0e6c6e6580206ceee300a095ba96bd9f4910f8bb1e88117b741e741c5256fb,2026-06-09T10:53:46,LONG DATE header,65536,0.03,59.50,-79.00,inverse,stored,none,asymmetric_least_squares,5.0000,6.5000,4,28.25,6.471371;6.401755;6.346630;5.794118,,,metadata,unknown,unknown,0.0000,0.0000,0,metadata,none,0,,True,,,0.0000,results\processed\nmr\06-09-26\plots\full\CEC-PhSi2-flow_sequence-1045_-06-09-26.png,results\processed\nmr\06-09-26\plots\region\CEC-PhSi2-flow_sequence-1045_-06-09-26.png,,
CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,d14e2a0c10af152a42c001e781fbce05238635c7a8e9005b2c9d9eea853fe141,2026-06-09T11:08:23,LONG DATE header,65536,0.03,59.50,-79.00,inverse,stored,none,asymmetric_least_squares,5.0000,6.5000,2,19.31,5.792543;5.358786,,,metadata,unknown,unknown,0.0000,0.0000,0,metadata,none,0,,True,,,0.0000,results\processed\nmr\06-09-26\plots\full\CEC-PhSi2-flow_sequence-1100_-06-09-26.png,results\processed\nmr\06-09-26\plots\region\CEC-PhSi2-flow_sequence-1100_-06-09-26.png,,
CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,5122d5c54c8ed327e7a2fac04e92b1563e57a9fe17f7cdf0e58f65ac9dfbcac2,2026-06-09T11:24:34,LONG DATE header,65536,0.03,59.50,-79.00,inverse,stored,none,asymmetric_least_squares,5.0000,6.5000,1,22.27,5.7954,,,metadata,unknown,unknown,0.0000,0.0000,0,metadata,none,0,,True,,,0.0000,results\processed\nmr\06-09-26\plots\full\CEC-PhSi2-flow_sequence-1115_-06-09-26.png,results\processed\nmr\06-09-26\plots\region\CEC-PhSi2-flow_sequence-1115_-06-09-26.png,,
CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,results\raw\nmr\06-09-26\CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,7e6b9672c5d8b6d045a014153b7ce2f41a30beed826838e4ffa52b1f2e25209d,2026-06-09T11:36:54,LONG DATE header,65536,0.03,59.50,-79.00,inverse,stored,none,asymmetric_least_squares,5.0000,6.5000,2,21.63,5.795693;5.357211,,,metadata,unknown,unknown,0.0000,0.0000,0,metadata,none,0,,True,,,0.0000,results\processed\nmr\06-09-26\plots\full\CEC-PhSi2-flow_sequence-1130_-06-09-26.png,results\processed\nmr\06-09-26\plots\region\CEC-PhSi2-flow_sequence-1130_-06-09-26.png,,
