file,timestamp,reference_model,region_name,observed_peak_ppm,expected_peak_ppm,required_shift_ppm,required_shift_hz,peak_height,peak_width_hz,peak_snr,prominence_snr,fit_model,fit_quality,overlap_risk,reference_confidence,qc_pass,qc_failure_reason
CEC-PhSi2-flow(sequence-1030)-06-09-26.dx,2026-06-09T10:38:47,protonated_toluene_dilute_cdcl3,methyl,2.0789639525624133,2.34,0.26103604743758657,15.805865113072558,83348.49105436621,3.202125874115342,19253.904405294663,17793.85896206556,three-point quadratic maximum,0.9999999999999996,medium,high,True,
CEC-PhSi2-flow(sequence-1030)-06-09-26.dx,2026-06-09T10:38:47,protonated_toluene_dilute_cdcl3,aromatic,6.990239978947162,7.19,0.19976002105283808,12.095570626124422,70903.11579479491,4.902754935547672,4604.591281100062,4407.038880044509,three-point quadratic maximum,0.9999999999999466,medium,high,True,
CEC-PhSi2-flow(sequence-1030)-06-09-26.dx,2026-06-09T10:38:47,toluene_d8_residual,methyl,2.0789639525624133,2.089,0.010036047437586681,0.6076877642917132,80503.5362103566,3.3337556124517733,4117.425959452467,4116.611456641024,three-point quadratic maximum,0.9999999999999996,medium,high,True,
CEC-PhSi2-flow(sequence-1030)-06-09-26.dx,2026-06-09T10:38:47,toluene_d8_residual,aromatic_envelope,6.990239978947162,7.014,0.02376002105283792,1.4386813297681174,69881.1977839354,5.039944635067216,3482.638023440864,3472.0985366447567,three-point quadratic maximum,0.9999999999999466,medium,high,True,
CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,2026-06-09T10:53:46,protonated_toluene_low_field_neat,methyl,2.0801166169928935,2.09,0.009883383007106339,0.59844393777887,81499.00551064106,3.877235157420938,5331.3604485310325,5341.479547154281,three-point quadratic maximum,0.9999999999999993,medium,high,True,
CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,2026-06-09T10:53:46,protonated_toluene_low_field_neat,aromatic,6.985714419130532,7.0,0.014285580869468184,0.8649992884861444,71986.48204523796,5.270601768211226,4034.782044178586,4051.7299266264286,three-point quadratic maximum,0.9999999999997321,medium,high,True,
CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,2026-06-09T10:53:46,protonated_toluene_dilute_cdcl3,methyl,2.0801166169928935,2.34,0.25988338300710634,15.736072858680181,83295.87527299623,3.7092375788415666,16588.431192525215,15491.792838735277,three-point quadratic maximum,0.9999999999999993,medium,high,True,
CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,2026-06-09T10:53:46,protonated_toluene_dilute_cdcl3,aromatic,6.985714419130532,7.19,0.20428558086946857,12.369597268371166,72379.215469912,5.064894473205224,4913.806104806035,4694.971228776168,three-point quadratic maximum,0.9999999999997321,medium,high,True,
CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,2026-06-09T10:53:46,toluene_d8_residual,methyl,2.0801166169928935,2.089,0.008883383007106449,0.5378934220952714,80407.20667214892,3.842170581921531,3521.5870970475635,3541.3043742884893,three-point quadratic maximum,0.9999999999999993,medium,high,True,
CEC-PhSi2-flow(sequence-1045)-06-09-26.dx,2026-06-09T10:53:46,toluene_d8_residual,aromatic_envelope,6.985714419130532,7.014,0.02828558086946842,1.712706508056632,71126.39642229589,5.202354359828037,3384.7272766699293,3391.2503373243358,three-point quadratic maximum,0.9999999999997321,medium,high,True,
CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,2026-06-09T11:08:23,protonated_toluene_low_field_neat,methyl,2.0783721811742617,2.09,0.011627818825738157,0.7040704816320076,88632.35082151348,3.352941234186275,7011.54775481075,6998.305083001361,three-point quadratic maximum,0.9999999999999986,medium,high,True,
CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,2026-06-09T11:08:23,protonated_toluene_low_field_neat,aromatic,6.99065402873891,7.0,0.009345971261089936,0.5659034239980745,80826.18687763163,4.896317307343691,4460.259779842082,4466.500492438359,three-point quadratic maximum,0.9999999999998751,medium,high,True,
CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,2026-06-09T11:08:23,protonated_toluene_dilute_cdcl3,methyl,2.0783721811742617,2.34,0.26162781882573816,15.84170059488998,90526.91286576519,3.2008845857510035,17898.1771150436,16594.412426564926,three-point quadratic maximum,0.9999999999999986,medium,high,True,
CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,2026-06-09T11:08:23,protonated_toluene_dilute_cdcl3,aromatic,6.99065402873891,7.19,0.19934597126109033,12.070502310074158,81239.54296376355,4.689285520488725,5146.1073753755345,4930.704379537658,three-point quadratic maximum,0.9999999999998751,medium,high,True,
CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,2026-06-09T11:08:23,toluene_d8_residual,methyl,2.0783721811742617,2.089,0.010627818825738267,0.6435199611789824,87546.37491808803,3.3200105582806403,4225.619548705208,4223.152915936419,three-point quadratic maximum,0.9999999999999986,medium,high,True,
CEC-PhSi2-flow(sequence-1100)-06-09-26.dx,2026-06-09T11:08:23,toluene_d8_residual,aromatic_envelope,6.99065402873891,7.014,0.02334597126109017,1.413610710340535,80000.57415617062,4.821895289805814,3637.4836489376744,3629.986204060736,three-point quadratic maximum,0.9999999999998751,medium,high,True,
CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,2026-06-09T11:24:34,protonated_toluene_low_field_neat,methyl,2.0811336669808944,2.09,0.008866333019105443,0.5368611001343543,87303.26902255414,3.644659301501115,6505.334335404647,6489.940912598906,three-point quadratic maximum,0.9999999999999977,medium,high,True,
CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,2026-06-09T11:24:34,protonated_toluene_low_field_neat,aromatic,6.989465853593322,7.0,0.010534146406677714,0.6378480727803684,75112.1906540503,5.344142064185648,3994.1675868990615,3998.4792887963163,three-point quadratic maximum,0.9999999999998319,medium,high,True,
CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,2026-06-09T11:24:34,protonated_toluene_dilute_cdcl3,methyl,2.0811336669808944,2.34,0.25886633301910544,15.674491814475607,89188.22932722348,3.4379043107162808,19254.62471611852,17815.374790552713,three-point quadratic maximum,0.9999999999999977,medium,high,True,
CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,2026-06-09T11:24:34,protonated_toluene_dilute_cdcl3,aromatic,6.989465853593322,7.19,0.2005341464066781,12.142447415679744,75509.25446434933,5.147015054165598,4803.57775209715,4587.053667878882,three-point quadratic maximum,0.9999999999998319,medium,high,True,
CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,2026-06-09T11:24:34,toluene_d8_residual,methyl,2.0811336669808944,2.089,0.007866333019105554,0.47631057727699594,86267.48694898967,3.6008226247582464,4425.308823702459,4418.726461706324,three-point quadratic maximum,0.9999999999999977,medium,high,True,
CEC-PhSi2-flow(sequence-1115)-06-09-26.dx,2026-06-09T11:24:34,toluene_d8_residual,aromatic_envelope,6.989465853593322,7.014,0.024534146406677948,1.4855553927834928,74285.0539864603,5.274332364838992,3634.87172077877,3626.3881520118853,three-point quadratic maximum,0.9999999999998319,medium,high,True,
CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,2026-06-09T11:36:54,protonated_toluene_low_field_neat,methyl,2.0784177419582974,2.09,0.011582258041702431,0.701311767713925,85976.28915321271,3.4025877606467216,6356.231721384305,6363.982240667151,three-point quadratic maximum,0.9999999999999997,medium,high,True,
CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,2026-06-09T11:36:54,protonated_toluene_low_field_neat,aromatic,6.987167971989723,7.0,0.012832028010277163,0.7769859914051191,75821.29041751674,5.0188145488810845,4252.948188691668,4270.088344159091,three-point quadratic maximum,0.9999999999999685,medium,high,True,
CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,2026-06-09T11:36:54,protonated_toluene_dilute_cdcl3,methyl,2.0784177419582974,2.34,0.26158225804170243,15.838942210517502,87951.63985056628,3.2580685605958877,16150.672016265586,15053.443255064025,three-point quadratic maximum,0.9999999999999997,medium,high,True,
CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,2026-06-09T11:36:54,protonated_toluene_dilute_cdcl3,aromatic,6.987167971989723,7.19,0.20283202801027755,12.28158512793586,76217.24009944056,4.808012433598836,4679.50796289628,4500.953607507191,three-point quadratic maximum,0.9999999999999685,medium,high,True,
CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,2026-06-09T11:36:54,toluene_d8_residual,methyl,2.0784177419582974,2.089,0.010582258041702541,0.6407612459427174,84995.74726613316,3.369998978004212,4250.361857260248,4259.579037463445,three-point quadratic maximum,0.9999999999999997,medium,high,True,
CEC-PhSi2-flow(sequence-1130)-06-09-26.dx,2026-06-09T11:36:54,toluene_d8_residual,aromatic_envelope,6.987167971989723,7.014,0.026832028010277398,1.6246932962021337,74866.39805873326,4.942904718694003,3391.01330816298,3403.3351121848373,three-point quadratic maximum,0.9999999999999685,medium,high,True,
