file,spectrum_index,elapsed_time_hours,correlation_to_first,correlation_to_previous,cosine_similarity_to_first,spectral_rmse_to_first,integrated_absolute_difference,spectral_angle
CEC-PhSi2-flow(sequence-1115)-06-08-26.dx,0,0.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.0
CEC-PhSi2-flow(sequence-1215)-06-08-26.dx,1,1.0141666666666667,0.9897971564964484,0.9897971564964484,0.9899141878851414,1028.2886398096866,2892.177288621031,8.144393742556064
CEC-PhSi2-flow(sequence-1315)-06-08-26.dx,2,2.0294444444444446,0.9456738218147132,0.9519644697949197,0.9462760645474537,1334.2800789069506,4167.987807079149,18.866238171322237
CEC-PhSi2-flow(sequence-1415)-06-08-26.dx,3,2.966388888888889,0.9769839485524529,0.9784019266665529,0.9772429136757709,1282.003644547245,3648.54834348288,12.246811209271229
CEC-PhSi2-flow(sequence-1515)-06-08-26.dx,4,3.9080555555555554,0.9517724882778877,0.9860785944041295,0.9523408407567557,1632.5585873312818,4492.822670687863,17.7603259911984
CEC-PhSi2-flow(sequence-1615)-06-08-26.dx,5,4.967777777777778,0.9675671128873288,0.9901903977426478,0.9679368595305139,1969.2972196557896,4859.478834718473,14.548155850388031
CEC-PhSi2-flow(sequence-1700)-06-08-26.dx,6,5.688888888888889,0.9725075443609348,0.9837878294484972,0.9727880477659989,2090.7184287049263,4789.8235296050825,13.39699094971315
