file,spectrum_index,timestamp,elapsed_time_hours,reference_shift_ppm,region_noise,phase0_deg,phase1_deg,peak_count,qc_peak_count,qc_pass_fraction,median_snr,median_width_hz,correlation_to_first,cosine_similarity_to_first,spectral_rmse_to_first,run_qc_pass,run_qc_failure_reasons
CEC-PhSi2-flow(sequence-1115)-06-08-26.dx,0,2026-06-08T11:23:25,0.0,0.0,17.290619192847917,59.5,-79.0,1,1,1.0,29.401360137012784,2.668898494989179,1.0,1.0000000000000002,0.0,True,
CEC-PhSi2-flow(sequence-1215)-06-08-26.dx,1,2026-06-08T12:24:16,1.0141666666666667,0.0,17.123174721069404,59.5,-79.0,1,1,1.0,12.386122073227309,1.5151866467166706,0.9897971564964484,0.9899141878851414,1028.2886398096866,True,
CEC-PhSi2-flow(sequence-1315)-06-08-26.dx,2,2026-06-08T13:25:11,2.0294444444444446,0.0,18.475150539601437,59.5,-79.0,1,1,1.0,4.831486371205159,1.9118492397836204,0.9456738218147132,0.9462760645474537,1334.2800789069506,True,
CEC-PhSi2-flow(sequence-1415)-06-08-26.dx,3,2026-06-08T14:21:24,2.966388888888889,0.0,18.36945041803061,59.5,-79.0,1,1,1.0,3.099386278500571,2.5710122821663166,0.9769839485524529,0.9772429136757709,1282.003644547245,True,
CEC-PhSi2-flow(sequence-1515)-06-08-26.dx,4,2026-06-08T15:17:54,3.9080555555555554,0.0,16.10478552394556,59.5,-79.0,3,3,1.0,3.854154077233775,2.0219783727425606,0.9517724882778877,0.9523408407567557,1632.5585873312818,True,
CEC-PhSi2-flow(sequence-1615)-06-08-26.dx,5,2026-06-08T16:21:29,4.967777777777778,0.0,18.389425068751397,59.5,-79.0,0,0,nan,nan,nan,0.9675671128873288,0.9679368595305139,1969.2972196557896,False,peak_count_below_minimum (0 < 1)
CEC-PhSi2-flow(sequence-1700)-06-08-26.dx,6,2026-06-08T17:04:45,5.688888888888889,0.0,17.185549862133744,59.5,-79.0,1,1,1.0,3.3703313911227295,1.0431238814290282,0.9725075443609348,0.9727880477659989,2090.7184287049263,True,
